PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778786	1473258977506	1473258978368	SHIFT	16
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778794	1473258978321	1473258978441	E	69
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778801	1473258978937	1473258979041	u	85
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778807	1473258979089	1473258979185	r	82
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778813	1473258979201	1473258979321	o	79
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778817	1473258979513	1473258979633	p	80
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778822	1473258979681	1473258979761	e	69
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778831	1473258979857	1473258979993	 	32
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778837	1473258980169	1473258980249	h	72
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778841	1473258980281	1473258980449	a	65
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778879	1473258980425	1473258980569	s	83
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778882	1473258980529	1473258980665	 	32
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778883	1473258980977	1473258981073	l	76
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778884	1473258981169	1473258981273	o	79
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50778887	1473258981249	1473258981409	s	83
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779069	1473258981385	1473258981496	t	84
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779071	1473258981489	1473258981601	 	32
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779072	1473258981633	1473258981769	a	65
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779073	1473258981729	1473258981833	 	32
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779074	1473258982265	1473258982385	r	82
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779075	1473258984273	1473258984385	e	69
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779156	1473258984425	1473258984617	a	65
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779159	1473258984577	1473258984681	t	84
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779166	1473258984865	1473258984993	 	32
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779171	1473258985489	1473258985601	a	65
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779174	1473258985617	1473258985697	l	76
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779336	1473258985769	1473258985865	l	76
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779342	1473258985977	1473258986041	y	89
97737	1067596	Europe has lost a great ally.	Europe has lost a reat ally.	50779352	1473258986673	1473258986737	.	190
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779661	1473258993353	1473258993673	SHIFT	16
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779663	1473258993617	1473258993761	I	73
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779665	1473258993793	1473258993937	 	32
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779667	1473258994009	1473258994105	n	78
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779669	1473258994193	1473258994265	e	69
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779673	1473258994337	1473258994401	e	69
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779693	1473258994537	1473258994649	d	68
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779698	1473258994617	1473258994745	 	32
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779703	1473258994785	1473258994881	a	65
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779710	1473258994865	1473258994993	 	32
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779715	1473258995089	1473258995193	l	76
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779767	1473258995289	1473258995361	i	73
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779775	1473258995489	1473258995569	t	84
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779784	1473258995649	1473258995713	t	84
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779791	1473258995745	1473258995897	l	76
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779799	1473258995905	1473258995993	e	69
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779819	1473258996001	1473258996129	 	32
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779823	1473258996193	1473258996329	m	77
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779828	1473258996337	1473258996464	o	79
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779833	1473258996456	1473258996553	r	82
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779903	1473258996488	1473258996641	e	69
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779908	1473258996673	1473258996777	 	32
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779913	1473258997177	1473258997337	s	83
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779921	1473258997385	1473258997473	t	84
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779927	1473258997545	1473258997721	a	65
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779931	1473258997769	1473258997857	b	66
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779955	1473258997961	1473258998033	i	73
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779964	1473258998145	1473258998257	l	76
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779968	1473258998321	1473258998433	i	73
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779973	1473258998497	1473258998569	t	84
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50779979	1473258998601	1473258998681	y	89
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780018	1473258998753	1473258998873	 	32
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780020	1473258998881	1473258999081	i	73
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780023	1473258999025	1473258999169	n	78
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780026	1473258999137	1473258999281	 	32
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780029	1473258999305	1473258999425	m	77
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780074	1473258999577	1473258999657	y	89
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780082	1473258999721	1473258999849	 	32
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780089	1473258999969	1473259000073	w	87
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780095	1473259000057	1473259000153	o	79
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780103	1473259000185	1473259000257	r	82
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780169	1473259000313	1473259000433	k	75
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780171	1473259000465	1473259000593	 	32
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780174	1473259000801	1473259000873	e	69
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780177	1473259001033	1473259001129	n	78
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780183	1473259001442	1473259001529	v	86
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780316	1473259001785	1473259001865	i	73
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780320	1473259002161	1473259002233	r	82
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780321	1473259002993	1473259003097	o	79
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780323	1473259003201	1473259003273	n	78
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780325	1473259003417	1473259003505	m	77
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780567	1473259003561	1473259003649	e	69
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780574	1473259003681	1473259003785	n	78
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780577	1473259003849	1473259003921	t	84
97737	1067619	I need a little more stability in my work environment.	I need a little more stability in my work environment.	50780584	1473259004649	1473259004705	.	190
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781216	1473259013441	1473259013745	SHIFT	16
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781220	1473259013721	1473259013833	T	84
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781228	1473259013961	1473259014049	h	72
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781234	1473259014081	1473259014241	o	79
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781238	1473259014249	1473259014385	m	77
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781243	1473259014593	1473259014761	a	65
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781285	1473259014729	1473259014849	s	83
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781291	1473259014850	1473259014969	 	32
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781297	1473259015065	1473259015161	h	72
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781307	1473259015169	1473259015345	a	65
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781317	1473259015353	1473259015473	s	83
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781323	1473259015481	1473259015609	 	32
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781346	1473259015681	1473259015809	n	78
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781347	1473259015801	1473259015921	o	79
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781348	1473259015977	1473259016113	 	32
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781349	1473259016297	1473259016433	r	82
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781404	1473259016401	1473259016537	e	69
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781409	1473259016497	1473259016633	a	65
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781413	1473259016689	1473259016833	l	76
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781416	1473259016873	1473259017001	 	32
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781419	1473259017257	1473259017409	v	86
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781495	1473259017401	1473259017513	a	65
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781498	1473259017545	1473259017673	l	76
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781502	1473259017761	1473259017833	u	85
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781506	1473259017937	1473259018017	e	69
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781507	1473259018073	1473259018201	 	32
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781510	1473259018289	1473259018505	a	65
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781610	1473259018497	1473259018617	s	83
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781614	1473259018601	1473259018737	 	32
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781617	1473259018729	1473259018841	a	65
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781620	1473259018833	1473259018953	 	32
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781622	1473259019489	1473259019753	SHIFT	16
97737	1067648	Thomas has no real value as a Fantasy player.	Thomas has no real value as a Fantasy player.	50781626	1473259019705	1473259019841	F	70
