PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654565	1477500542198	1477500542665	SHIFT	16
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654567	1477500542610	1477500542728	S	83
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654569	1477500542837	1477500542908	u	85
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654571	1477500542908	1477500542997	g	71
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654573	1477500543052	1477500543130	g	71
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654578	1477500543224	1477500543310	e	69
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654615	1477500543380	1477500543449	s	83
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654621	1477500543574	1477500543642	t	84
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654628	1477500543674	1477500543750	 	32
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654635	1477500543867	1477500543934	y	89
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654640	1477500543934	1477500544053	o	79
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654667	1477500544016	1477500544137	u	85
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654672	1477500544086	1477500544153	 	32
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654680	1477500544246	1477500544319	g	71
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654686	1477500544351	1477500544467	e	69
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654690	1477500544451	1477500544520	t	84
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654699	1477500544536	1477500544602	 	32
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654729	1477500544697	1477500544800	f	70
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654731	1477500544815	1477500544956	a	65
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654732	1477500544971	1477500545100	c	67
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654734	1477500545179	1477500545240	t	84
401129	4329408	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	205654737	1477500545350	1477500545407	s	83
